1 Temperature:23.18 Humidity:27.272 Light:426 CO2:721.25 HumidityRatio:0.004792988
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:481.3333333 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:484.3333333 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:479.6666667 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:479 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:477.5 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:483 HumidityRatio:0.003012003
0 Temperature:21.15 Humidity:19.39 Light:0 CO2:482 HumidityRatio:0.003002728
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:483.25 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:477 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.35666667 Light:0 CO2:479 HumidityRatio:0.0030068
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:482.5 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:474 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:473 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:472 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:472.5 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.445 Light:0 CO2:475 HumidityRatio:0.003020588
0 Temperature:21.2 Humidity:19.39 Light:0 CO2:475 HumidityRatio:0.003012003
0 Temperature:21.2 Humidity:19.445 Light:0 CO2:477.5 HumidityRatio:0.003020588
0 Temperature:21.15 Humidity:19.5 Light:0 CO2:474 HumidityRatio:0.003019845
0 Temperature:21.16666667 Humidity:19.5 Light:0 CO2:474.6666667 HumidityRatio:0.003022951
0 Temperature:21.1 Humidity:19.5 Light:0 CO2:470.5 HumidityRatio:0.003010542
0 Temperature:21.1 Humidity:19.5 Light:0 CO2:474.3333333 HumidityRatio:0.003010542
0 Temperature:21.1 Humidity:19.5 Light:0 CO2:483 HumidityRatio:0.003010542
0 Temperature:21.1 Humidity:19.6 Light:0 CO2:484 HumidityRatio:0.003026056
0 Temperature:21.03333333 Humidity:19.53333333 Light:0 CO2:479.3333333 HumidityRatio:0.003003327
0 Temperature:21 Humidity:19.6 Light:0 CO2:479.5 HumidityRatio:0.00300743
0 Temperature:21 Humidity:19.6 Light:0 CO2:473 HumidityRatio:0.00300743
0 Temperature:21 Humidity:19.6 Light:0 CO2:470 HumidityRatio:0.00300743
0 Temperature:21 Humidity:19.6 Light:0 CO2:464 HumidityRatio:0.00300743
0 Temperature:21 Humidity:19.7 Light:0 CO2:463.5 HumidityRatio:0.003022848
0 Temperature:21 Humidity:19.7 Light:0 CO2:467.5 HumidityRatio:0.003022848
0 Temperature:21 Humidity:19.7 Light:0 CO2:476 HumidityRatio:0.003022848
0 Temperature:21 Humidity:19.76 Light:0 CO2:474 HumidityRatio:0.0030321
0 Temperature:21 Humidity:19.79 Light:0 CO2:471 HumidityRatio:0.003036726
0 Temperature:21 Humidity:19.79 Light:0 CO2:472 HumidityRatio:0.003036726
0 Temperature:21 Humidity:19.79 Light:0 CO2:472 HumidityRatio:0.003036726
0 Temperature:21 Humidity:19.79 Light:0 CO2:474.25 HumidityRatio:0.003036726
0 Temperature:20.9725 Humidity:19.79 Light:0 CO2:473 HumidityRatio:0.003031571
0 Temperature:21 Humidity:19.79 Light:0 CO2:469 HumidityRatio:0.003036726
0 Temperature:20.96333333 Humidity:19.79 Light:0 CO2:472.6666667 HumidityRatio:0.003029855
0 Temperature:21 Humidity:19.79 Light:0 CO2:473 HumidityRatio:0.003036726
0 Temperature:20.89 Humidity:19.79 Light:0 CO2:471.5 HumidityRatio:0.003016154
0 Temperature:20.96333333 Humidity:19.79 Light:0 CO2:471.3333333 HumidityRatio:0.003029855
0 Temperature:21 Humidity:19.79 Light:0 CO2:469 HumidityRatio:0.003036726
0 Temperature:20.89 Humidity:19.89 Light:0 CO2:471 HumidityRatio:0.003031469
0 Temperature:20.89 Humidity:19.84 Light:0 CO2:470 HumidityRatio:0.003023812
0 Temperature:20.89 Humidity:19.89 Light:0 CO2:469.5 HumidityRatio:0.003031469
0 Temperature:20.89 Humidity:19.89 Light:0 CO2:464 HumidityRatio:0.003031469
0 Temperature:20.89 Humidity:19.89 Light:0 CO2:467 HumidityRatio:0.003031469
0 Temperature:20.89 Humidity:19.92666667 Light:0 CO2:472 HumidityRatio:0.003037085
0 Temperature:20.89 Humidity:19.945 Light:0 CO2:469.5 HumidityRatio:0.003039893
0 Temperature:20.89 Humidity:20 Light:0 CO2:470.5 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:470 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:469 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:468.5 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:467.3333333 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:467 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:464 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:462 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:466 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20 Light:0 CO2:465.5 HumidityRatio:0.003048317
0 Temperature:20.79 Humidity:20 Light:0 CO2:464 HumidityRatio:0.003029523
0 Temperature:20.89 Humidity:20 Light:0 CO2:469.6666667 HumidityRatio:0.003048317
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:469.5 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:472 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:464.5 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:467 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:467 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.1 Light:0 CO2:462 HumidityRatio:0.003063633
0 Temperature:20.89 Humidity:20.15 Light:0 CO2:464.5 HumidityRatio:0.003071292
0 Temperature:20.79 Humidity:20.05 Light:0 CO2:460 HumidityRatio:0.003037133
0 Temperature:20.89 Humidity:20.2 Light:0 CO2:457 HumidityRatio:0.003078951
0 Temperature:20.79 Humidity:20.1 Light:0 CO2:461 HumidityRatio:0.003044744
0 Temperature:20.79 Humidity:20.1 Light:0 CO2:462 HumidityRatio:0.003044744
0 Temperature:20.79 Humidity:20.15 Light:0 CO2:463.5 HumidityRatio:0.003052356
0 Temperature:20.79 Humidity:20.2 Light:0 CO2:461.5 HumidityRatio:0.003059967
0 Temperature:20.79 Humidity:20.2 Light:0 CO2:461.5 HumidityRatio:0.003059967
0 Temperature:20.79 Humidity:20.2 Light:0 CO2:458 HumidityRatio:0.003059967
0 Temperature:20.79 Humidity:20.2 Light:0 CO2:460 HumidityRatio:0.003059967
0 Temperature:20.79 Humidity:20.245 Light:0 CO2:460 HumidityRatio:0.003066817
0 Temperature:20.79 Humidity:20.29 Light:0 CO2:460.5 HumidityRatio:0.003073668
0 Temperature:20.745 Humidity:20.29 Light:0 CO2:460 HumidityRatio:0.00306512
0 Temperature:20.79 Humidity:20.29 Light:0 CO2:457 HumidityRatio:0.003073668
0 Temperature:20.745 Humidity:20.34 Light:0 CO2:460.5 HumidityRatio:0.003072711
0 Temperature:20.7 Humidity:20.39 Light:0 CO2:461 HumidityRatio:0.003071733
0 Temperature:20.745 Humidity:20.39 Light:0 CO2:458.5 HumidityRatio:0.003080302
0 Temperature:20.7 Humidity:20.39 Light:0 CO2:461.3333333 HumidityRatio:0.003071733
0 Temperature:20.7 Humidity:20.39 Light:0 CO2:457.5 HumidityRatio:0.003071733
0 Temperature:20.7 Humidity:20.39 Light:0 CO2:455 HumidityRatio:0.003071733
0 Temperature:20.7 Humidity:20.445 Light:0 CO2:461.5 HumidityRatio:0.00308006
0 Temperature:20.7 Humidity:20.445 Light:0 CO2:461 HumidityRatio:0.00308006
0 Temperature:20.7 Humidity:20.5 Light:0 CO2:460.5 HumidityRatio:0.003088387
0 Temperature:20.7 Humidity:20.5 Light:0 CO2:461 HumidityRatio:0.003088387
0 Temperature:20.7 Humidity:20.55 Light:0 CO2:459.5 HumidityRatio:0.003095957
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:463 HumidityRatio:0.003103527
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:463.5 HumidityRatio:0.003103527
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:463 HumidityRatio:0.003103527
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:464 HumidityRatio:0.003103527
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:462.5 HumidityRatio:0.003103527
0 Temperature:20.7 Humidity:20.6 Light:0 CO2:457.6666667 HumidityRatio:0.003103527
0 Temperature:20.63333333 Humidity:20.63333333 Light:0 CO2:460 HumidityRatio:0.003095765
0 Temperature:20.7 Humidity:20.7 Light:0 CO2:460 HumidityRatio:0.003118668
0 Temperature:20.65 Humidity:20.65 Light:0 CO2:458.5 HumidityRatio:0.003101479
0 Temperature:20.6 Humidity:20.6 Light:0 CO2:461 HumidityRatio:0.003084363
0 Temperature:20.65 Humidity:20.65 Light:0 CO2:460 HumidityRatio:0.003101479
0 Temperature:20.6 Humidity:20.6 Light:0 CO2:454 HumidityRatio:0.003084363
0 Temperature:20.6 Humidity:20.7 Light:0 CO2:451.3333333 HumidityRatio:0.00309941
0 Temperature:20.6 Humidity:20.7 Light:0 CO2:457 HumidityRatio:0.00309941
0 Temperature:20.6 Humidity:20.7 Light:0 CO2:454.5 HumidityRatio:0.00309941
0 Temperature:20.6 Humidity:20.7 Light:0 CO2:460 HumidityRatio:0.00309941
0 Temperature:20.6 Humidity:20.745 Light:0 CO2:458.5 HumidityRatio:0.003106182
0 Temperature:20.6 Humidity:20.745 Light:0 CO2:453.5 HumidityRatio:0.003106182
0 Temperature:20.6 Humidity:20.79 Light:0 CO2:457 HumidityRatio:0.003112953
0 Temperature:20.55 Humidity:20.79 Light:0 CO2:450.5 HumidityRatio:0.003103322
0 Temperature:20.6 Humidity:20.79 Light:0 CO2:454.5 HumidityRatio:0.003112953
0 Temperature:20.6 Humidity:20.79 Light:0 CO2:463 HumidityRatio:0.003112953
0 Temperature:20.6 Humidity:20.79 Light:0 CO2:459 HumidityRatio:0.003112953
0 Temperature:20.6 Humidity:20.84 Light:0 CO2:452.5 HumidityRatio:0.003120478
0 Temperature:20.6 Humidity:20.89 Light:0 CO2:451 HumidityRatio:0.003128002
0 Temperature:20.55 Humidity:20.89 Light:0 CO2:446 HumidityRatio:0.003118323
0 Temperature:20.6 Humidity:20.84 Light:0 CO2:449.5 HumidityRatio:0.003120478
0 Temperature:20.55 Humidity:20.89 Light:0 CO2:449.5 HumidityRatio:0.003118323
0 Temperature:20.6 Humidity:20.89 Light:0 CO2:450 HumidityRatio:0.003128002
0 Temperature:20.6 Humidity:20.89 Light:0 CO2:453.5 HumidityRatio:0.003128002
0 Temperature:20.6 Humidity:20.89 Light:0 CO2:458.5 HumidityRatio:0.003128002
0 Temperature:20.575 Humidity:20.9175 Light:0 CO2:459.5 HumidityRatio:0.003127291
0 Temperature:20.6 Humidity:20.89 Light:0 CO2:457 HumidityRatio:0.003128002
0 Temperature:20.5 Humidity:20.945 Light:0 CO2:458 HumidityRatio:0.003116897
0 Temperature:20.5 Humidity:21 Light:0 CO2:453 HumidityRatio:0.003125123
0 Temperature:20.55 Humidity:21 Light:0 CO2:450.5 HumidityRatio:0.003134826
0 Temperature:20.6 Humidity:21 Light:0 CO2:455 HumidityRatio:0.003144556
0 Temperature:20.55 Humidity:21 Light:0 CO2:453 HumidityRatio:0.003134826
0 Temperature:20.55 Humidity:21 Light:0 CO2:454.5 HumidityRatio:0.003134826
0 Temperature:20.5 Humidity:21 Light:0 CO2:455 HumidityRatio:0.003125123
0 Temperature:20.6 Humidity:21 Light:0 CO2:452 HumidityRatio:0.003144556
0 Temperature:20.56666667 Humidity:21.03333333 Light:0 CO2:456 HumidityRatio:0.003143073
0 Temperature:20.55 Humidity:21.05 Light:0 CO2:454 HumidityRatio:0.003142328
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:453 HumidityRatio:0.003140079
0 Temperature:20.55 Humidity:21.1 Light:0 CO2:460.5 HumidityRatio:0.00314983
0 Temperature:20.6 Humidity:21.1 Light:0 CO2:455 HumidityRatio:0.003159606
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:452 HumidityRatio:0.003140079
0 Temperature:20.55 Humidity:21.1 Light:0 CO2:453 HumidityRatio:0.00314983
0 Temperature:20.55 Humidity:21.1 Light:0 CO2:454 HumidityRatio:0.00314983
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:454.5 HumidityRatio:0.003140079
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:455 HumidityRatio:0.003140079
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:454 HumidityRatio:0.003140079
0 Temperature:20.55 Humidity:21.1 Light:0 CO2:454 HumidityRatio:0.00314983
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:447 HumidityRatio:0.003140079
0 Temperature:20.5 Humidity:21.1 Light:0 CO2:454 HumidityRatio:0.003140079
0 Temperature:20.53333333 Humidity:21.2 Light:0 CO2:455.6666667 HumidityRatio:0.003161565
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:456 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:453 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:452 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:446 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:452.3333333 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.245 Light:0 CO2:451 HumidityRatio:0.003161768
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:449 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.2 Light:0 CO2:447 HumidityRatio:0.003155037
0 Temperature:20.5 Humidity:21.245 Light:0 CO2:450 HumidityRatio:0.003161768
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:449 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.26 Light:0 CO2:448.3333333 HumidityRatio:0.003164011
0 Temperature:20.5 Humidity:21.2675 Light:0 CO2:443.75 HumidityRatio:0.003165133
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:442.5 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:444.5 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:446.25 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:448 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:451 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:452.3333333 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003168499
0 Temperature:20.445 Humidity:21.29 Light:0 CO2:446.5 HumidityRatio:0.003157707
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:442 HumidityRatio:0.003168499
0 Temperature:20.5 Humidity:21.29 Light:0 CO2:452 HumidityRatio:0.003168499
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:450 HumidityRatio:0.003146948
0 Temperature:20.445 Humidity:21.29 Light:0 CO2:443.5 HumidityRatio:0.003157707
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:443 HumidityRatio:0.003146948
0 Temperature:20.42666667 Humidity:21.29 Light:0 CO2:450 HumidityRatio:0.003154117
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:445.6666667 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:443.6666667 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:445.3333333 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:449 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:444.5 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:445.5 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:446.5 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:451 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:448 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:450 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:442.6666667 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:445 HumidityRatio:0.003146948
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:444.5 HumidityRatio:0.003146948
0 Temperature:20.35666667 Humidity:21.29 Light:0 CO2:441.6666667 HumidityRatio:0.003140442
0 Temperature:20.35666667 Humidity:21.29 Light:0 CO2:442.3333333 HumidityRatio:0.003140442
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:441 HumidityRatio:0.003146948
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:440.5 HumidityRatio:0.003127468
0 Temperature:20.39 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003146948
0 Temperature:20.34 Humidity:21.29 Light:0 CO2:439.5 HumidityRatio:0.003137194
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:444 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:445.5 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:446.6666667 HumidityRatio:0.003127468
0 Temperature:20.32333333 Humidity:21.29 Light:0 CO2:444.3333333 HumidityRatio:0.003133949
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:446.5 HumidityRatio:0.003127468
0 Temperature:20.32333333 Humidity:21.29 Light:0 CO2:449.3333333 HumidityRatio:0.003133949
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:445 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:443.5 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:445 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:443 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:446 HumidityRatio:0.003127468
0 Temperature:20.245 Humidity:21.245 Light:0 CO2:438 HumidityRatio:0.003112111
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:435.3333333 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:443 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:441 HumidityRatio:0.003127468
0 Temperature:20.29 Humidity:21.29 Light:0 CO2:439.5 HumidityRatio:0.003127468
0 Temperature:20.2225 Humidity:21.2225 Light:0 CO2:445 HumidityRatio:0.003104455
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:442.5 HumidityRatio:0.003096814
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:443.5 HumidityRatio:0.003096814
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:444 HumidityRatio:0.003096814
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:438 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:439 HumidityRatio:0.003096814
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:441.5 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:444 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:446.5 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:446 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:447 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:446.3333333 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:445.75 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:445 HumidityRatio:0.003110027
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:444.5 HumidityRatio:0.003110027
0 Temperature:20.16666667 Humidity:21.23 Light:0 CO2:446.3333333 HumidityRatio:0.003094799
0 Temperature:20.15 Humidity:21.245 Light:0 CO2:446.5 HumidityRatio:0.003093788
0 Temperature:20.2 Humidity:21.29 Light:0 CO2:448 HumidityRatio:0.003110027
0 Temperature:20.15 Humidity:21.245 Light:0 CO2:450 HumidityRatio:0.003093788
0 Temperature:20.15 Humidity:21.29 Light:0 CO2:452 HumidityRatio:0.003100374
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:449 HumidityRatio:0.003096814
0 Temperature:20.15 Humidity:21.2 Light:0 CO2:446.5 HumidityRatio:0.003087203
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:446.5 HumidityRatio:0.003096814
0 Temperature:20.15 Humidity:21.2 Light:0 CO2:448.5 HumidityRatio:0.003087203
0 Temperature:20.1 Humidity:21.2 Light:0 CO2:446 HumidityRatio:0.003077618
0 Temperature:20.2 Humidity:21.2 Light:0 CO2:446 HumidityRatio:0.003096814
0 Temperature:20.1 Humidity:21.2 Light:0 CO2:441 HumidityRatio:0.003077618
0 Temperature:20.1 Humidity:21.2 Light:0 CO2:443 HumidityRatio:0.003077618
0 Temperature:20.1 Humidity:21.2 Light:0 CO2:444.3333333 HumidityRatio:0.003077618
0 Temperature:20.1 Humidity:21 Light:0 CO2:444 HumidityRatio:0.003048442
0 Temperature:20.1 Humidity:21.1 Light:0 CO2:443 HumidityRatio:0.003063029
0 Temperature:20.1 Humidity:21.1 Light:0 CO2:444 HumidityRatio:0.003063029
0 Temperature:20.1 Humidity:21.1 Light:0 CO2:447.5 HumidityRatio:0.003063029
0 Temperature:20.1 Humidity:21.1 Light:0 CO2:443 HumidityRatio:0.003063029
0 Temperature:20.1 Humidity:21.06666667 Light:0 CO2:442.3333333 HumidityRatio:0.003058167
0 Temperature:20.1 Humidity:21.06666667 Light:0 CO2:444.6666667 HumidityRatio:0.003058167
0 Temperature:20.1 Humidity:21 Light:0 CO2:444.5 HumidityRatio:0.003048442
0 Temperature:20.1 Humidity:21 Light:0 CO2:445.3333333 HumidityRatio:0.003048442
0 Temperature:20.1 Humidity:21 Light:0 CO2:446.5 HumidityRatio:0.003048442
0 Temperature:20.1 Humidity:21 Light:0 CO2:445 HumidityRatio:0.003048442
0 Temperature:20.1 Humidity:21 Light:0 CO2:442 HumidityRatio:0.003048442
0 Temperature:20.16666667 Humidity:21 Light:0 CO2:439 HumidityRatio:0.003061105
0 Temperature:20.2 Humidity:21 Light:0 CO2:441 HumidityRatio:0.003067455
0 Temperature:20.2 Humidity:20.96333333 Light:0 CO2:445.6666667 HumidityRatio:0.003062073
0 Temperature:20.2 Humidity:20.89 Light:0 CO2:446 HumidityRatio:0.003051308
0 Temperature:20.2 Humidity:20.85666667 Light:0 CO2:443.6666667 HumidityRatio:0.003046416
0 Temperature:20.2 Humidity:20.89 Light:0 CO2:439 HumidityRatio:0.003051308
0 Temperature:20.2 Humidity:20.79 Light:0 CO2:441 HumidityRatio:0.00303663
0 Temperature:20.2 Humidity:20.79 Light:0 CO2:442 HumidityRatio:0.00303663
0 Temperature:20.2 Humidity:20.745 Light:0 CO2:443.5 HumidityRatio:0.003030026
0 Temperature:20.245 Humidity:20.84 Light:0 CO2:443 HumidityRatio:0.003052493
0 Temperature:20.245 Humidity:20.84 Light:0 CO2:442 HumidityRatio:0.003052493
0 Temperature:20.29 Humidity:20.89 Light:0 CO2:443 HumidityRatio:0.003068418
0 Temperature:20.29 Humidity:20.89 Light:0 CO2:444 HumidityRatio:0.003068418
0 Temperature:20.29 Humidity:20.79 Light:0 CO2:443 HumidityRatio:0.003053658
0 Temperature:20.29 Humidity:20.79 Light:0 CO2:442 HumidityRatio:0.003053658
0 Temperature:20.29 Humidity:20.79 Light:0 CO2:443 HumidityRatio:0.003053658
0 Temperature:20.29 Humidity:20.79 Light:0 CO2:441 HumidityRatio:0.003053658
0 Temperature:20.29 Humidity:20.79 Light:0 CO2:446.3333333 HumidityRatio:0.003053658
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:446 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:439 HumidityRatio:0.003040374
0 Temperature:20.35666667 Humidity:20.7 Light:0 CO2:444.3333333 HumidityRatio:0.003052986
0 Temperature:20.29 Humidity:20.65 Light:0 CO2:446 HumidityRatio:0.003032994
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:442 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:441.5 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:440.5 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:443.5 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:440.5 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:437.5 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:438 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:443 HumidityRatio:0.003040374
0 Temperature:20.26 Humidity:20.7 Light:0 CO2:443 HumidityRatio:0.003034714
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:436.3333333 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.76 Light:0 CO2:438.3333333 HumidityRatio:0.00304923
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:437 HumidityRatio:0.003040374
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:439 HumidityRatio:0.003040374
0 Temperature:20.245 Humidity:20.7 Light:0 CO2:436 HumidityRatio:0.003031887
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:432.5 HumidityRatio:0.003040374
0 Temperature:20.23 Humidity:20.63333333 Light:0 CO2:435 HumidityRatio:0.00301926
0 Temperature:20.245 Humidity:20.65 Light:0 CO2:442 HumidityRatio:0.003024528
0 Temperature:20.2 Humidity:20.6 Light:0 CO2:444.5 HumidityRatio:0.003008744
0 Temperature:20.29 Humidity:20.7 Light:0 CO2:447 HumidityRatio:0.003040374
0 Temperature:20.2 Humidity:20.6 Light:0 CO2:446 HumidityRatio:0.003008744
0 Temperature:20.23 Humidity:20.56666667 Light:0 CO2:442.3333333 HumidityRatio:0.003009457
0 Temperature:20.245 Humidity:20.55 Light:0 CO2:440 HumidityRatio:0.003009811
0 Temperature:20.29 Humidity:20.6 Light:0 CO2:440 HumidityRatio:0.003025615
0 Temperature:20.26 Humidity:20.49666667 Light:0 CO2:439.6666667 HumidityRatio:0.00300476
0 Temperature:20.29 Humidity:20.5 Light:0 CO2:442 HumidityRatio:0.003010856
